corpusId,title,year,citations,venue,tier,artifact_name,artifact_kind,source_space,task_shape,modality,n_steps,headline_result,availability,step_dependency,decomposition_known_upfront,answer_multiplicity,coverage_determinability,step_dependency__depth,decomposition_known_upfront__depth,answer_multiplicity__depth,coverage_determinability__depth,search_tools,search_tools_kind,search_tools_named,search_access,search_tools_depth,task_summary,task_phrase,task_summary_depth,link
280565737,BrowseComp-Plus: A More Fair and Transparent Evaluation Benchmark of Deep-Research Agent,2025,183,arXiv.org,in,BrowseComp-Plus,benchmark,curated-corpus,single-fact-answer,text-web,,"GPT-5 paired with the Qwen3-Embedding-8B retriever reaches 70.1% accuracy with fewer search calls, versus Search-R1+BM25 at 3.86% and GPT-5 alone at 55.9%; no human baseline is given.",,adaptive,partially-emergent,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,BM25 (Pyserini); Qwen3-Embedding (0.6B/4B/8B); ReasonIR (Tevatron toolkit),fixed-corpus,fulltext,"Given a hard BrowseComp question, retrieve supporting evidence from a fixed 100k-document corpus and produce the short answer.",BrowseComp-Plus extends the original BrowseComp dataset  [ 1 ] by providing a fixed and curated corpus of documents specifically selected and verified by human annotators.,fulltext,https://api.semanticscholar.org/CorpusId:280565737
289390851,BrowseComp-Plus: A Fair and Disentangled Evaluation Benchmark for Deep Search Agents,2026,14,Annual Meeting of the Association for Computational Linguistics,in,BrowseComp-Plus,benchmark,curated-corpus,single-fact-answer,text-web,,"With BM25 retrieval, Search-R1 achieves 3.86% accuracy; GPT-5 achieves 55.9%; GPT-5 with a Qwen3-Embedding-8B retriever reaches 70.1% while reducing search calls.",https://texttron.github.io/BrowseComp-Plus/,adaptive,not-determinable,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,BM25 retriever; Qwen3-Embedding-8B dense retriever paired with the search agent,fixed-corpus,abstract,"Given a complex multi-hop question, retrieve supporting documents from a fixed corpus and produce the correct short answer.","Deep search agents that combine large language models with retrieval tools excel at complex, multi-hop queries",abstract,https://api.semanticscholar.org/CorpusId:289390851
291257616,Projecting BrowseComp-Plus onto ClimbMix: Toward More Realistic Corpora for Agentic Search,2026,0,,in,BrowseComp-Plus_CM (ClimbMix projection),benchmark,curated-corpus,single-fact-answer,text-web,,"The strongest evaluated agent loses five points of answer accuracy after projection, while its evidence recall falls from 84.3% to 21.4% and it issues 63% more search calls (specific agent name not stated in the abstract).",https://github.com/castorini/cmass,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"two thin tools, search and get_document, over a BM25 (Pyserini) index of the 553M-document ClimbMix corpus",fixed-corpus,fulltext,"Given a hard multi-constraint question, break it into fact-sized hops and search a huge fixed corpus for a document proving each hop.","An agent decomposes each question into the minimal chain of atomic facts, or hops , that leads from its constraints to its answer, then searches ClimbMix for a document stating each hop.",fulltext,https://api.semanticscholar.org/CorpusId:291257616
280649546,Improving and Evaluating Open Deep Research Agents,2025,2,arXiv.org,relevant,BrowseComp-Small (BC-Small),benchmark,open-web,single-fact-answer,text-web,,"ODR, one Anthropic system, and one Google system all achieve 0% accuracy on BC-Small's 60-question test set; the improved ODR+ achieves a state-of-the-art 10% success rate.",,not-determinable,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser']",listed,web search engine queries plus page-content extraction via FireCrawl for ODR/ODR+; compared proprietary systems Claude-DeepResearch (Anthropic) and Gemini-DeepResearch (Google),open-web,fulltext,"Given a hard multi-hop question, search and browse the web to find and synthesize a single precisely formatted answer with confidence.","ODR+, an enhanced open-source Deep Research Agent (DRA) designed to perform complex multi-hop web-based question answering",fulltext,https://api.semanticscholar.org/CorpusId:280649546
285606894,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",2026,5,arXiv.org,in,BrowseComp-V3,benchmark,open-web,single-fact-answer,multimodal-mixed,,Even state-of-the-art models achieve only 36% accuracy (no single model named in the abstract).,,fixed-chain,partially-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'multimodal-viewer']",listed,"OmniSeeker toolkit: TextSearch, WebVisit, ImageSearch, ImageCrop, ReverseImageSearch; retrieval module uses Serper (top-5 results), webpage-access module uses Jina",open-web,fulltext,"Given a question mixing text and images, search and browse the web across multiple hops to find and cross-verify a fact grounded in both modalities.","By emphasizing deep, multi-level, and cross-modal multi-hop reasoning, we ensure that these tasks necessitate the use of web browsing tools and cannot be resolved solely through the model’s parametric knowledge.",fulltext,https://api.semanticscholar.org/CorpusId:285606894
280561766,WebWatcher: Breaking New Frontier of Vision-Language Deep Research Agent,2025,114,arXiv.org,relevant,BrowseComp-VL,benchmark,open-web,single-fact-answer,multimodal-image,,"WebWatcher significantly outperforms proprietary baselines, RAG workflows, and open-source agents on four challenging VQA benchmarks; no single numeric figure or specific competitor model named in the abstract.",,adaptive,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'code-execution', 'multimodal-viewer']",listed,"Web Image Search (Google SerpApi), Web Text Search (Google SerpApi), Visit (Jina, for webpage navigation/summarization), Code Interpreter, and an internal OCR tool",open-web,fulltext,"Given an obfuscated visual-textual query, search, browse, compute, and read images across many steps to retrieve one hard-to-find fact.","we propose BrowseComp-VL, a benchmark with BrowseComp-style that requires complex information retrieval involving both visual and textual information.",fulltext,https://api.semanticscholar.org/CorpusId:280561766
288014471,Superintelligent Retrieval Agent: The Next Frontier of Agentic Retrieval,2026,4,,relevant,BrowseComp-Wikipedia,benchmark,curated-corpus,single-fact-answer,text-web,,"SIRA outperforms multi-round Perplexity agents at every budget on BrowseComp-Wikipedia, reaching 9.70% Recall@1, 15.27% Recall@10, and 36.14% Recall@100, even without index-time enrichment.",,adaptive,not-determinable,single-verifiable,hard,abstract,abstract,abstract,abstract,['local-retriever'],listed,"Single weighted BM25 retrieval call over an inverted index, preceded by corpus-statistics tool calls (document frequency/IDF lookups) to validate and prune candidate keywords",fixed-corpus,fulltext,"Given a query over a knowledge base, predict discriminative keywords and compile them into one precise BM25 query, retrieving evidence in a single shot.","defines
 superintelligence in retrieval as the ability to compress multi-round
exploratory search into a single corpus-discriminative retrieval action",fulltext,https://api.semanticscholar.org/CorpusId:288014471
278165208,BrowseComp-ZH: Benchmarking Web Browsing Ability of Large Language Models in Chinese,2025,128,arXiv.org,in,BrowseComp-ZH,benchmark,open-web,single-fact-answer,text-web,,"OpenAI's DeepResearch is the best-performing system, reaching just 42.9% accuracy; most other systems score below 10%, only a handful exceed 20%.",https://github.com/PALIN2018/BrowseComp-ZH,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,fulltext,abstract,abstract,"['web-search-api', 'agent-choice']",partially-listed,"Baidu, Bing, Google (used to verify question non-triviality); evaluated systems include closed-source APIs (GPT-4o, Claude-3.7, Gemini-2.5-Pro), open-source models, and AI search agents (OpenAI DeepResearch, DeepSeek, Perplexity, Doubao)",mixed,fulltext,"Given a hard multi-hop Chinese-web question, find the single short, verifiable answer (a date, number, or name).","These questions require multi-step reasoning and are difficult to answer directly through search engines, making them ideal for evaluating the ability of Chinese LLM agents to conduct multi-hop retrieval, perform factual reasoning, and integrate online information.",fulltext,https://api.semanticscholar.org/CorpusId:278165208
291184833,Wuying-Browser-Agent: Real-World Centric Fundamental Long-Horizon Browser Agents,2026,1,,relevant,BrowserBench,benchmark,open-web,action-completion,not-determinable,37.9,"Wuying-Browser-Agent-27B achieves 80.6\% on WebVoyager, 66.7\% on Online-Mind2Web, and 65.1\% on BrowserBench, establishing a new open-source state of the art on browser-use benchmarks; no human-performance figure is given for a gap comparison.",,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['web-browser', 'file-reader']",listed,"a 24-atomic-operation structured browser action space (navigation, interaction, extraction, file operations, flow control), executed via a Model Context Protocol (MCP) interface inside the Wuying AgentBay cloud sandbox, against live real websites",open-web,fulltext,"Given a goal-only instruction, navigate live websites over dozens of steps, filling forms and coordinating tabs, recovering from mistakes to reach the goal.","completing a task means sustaining dozens of decisions against live, changing web pages: aggregating information across multiple sites, filling multi-stage forms with dependent controls, and coordinating cross-tab workflows",fulltext,https://api.semanticscholar.org/CorpusId:291184833
290473201,Capital Markets LLM Reliability Score (CM-LRS): From Plausible to Bankable,2026,0,arXiv.org,relevant,CM-LRS (Capital Markets LLM Reliability Score),benchmark,enterprise-documents,structured-record,text-web,,"Frontier closed-source models cluster within 0.22 points on four-judge averaged CM-LRS (Sonnet 4.6 = 4.31, Opus 4.7 = 4.30, GPT-5.5 = 4.09); the open-weights baseline Llama 3.3 70B = 3.15 is last across all judges; retrieval (2.23) and synthesis (2.15) lag extraction (0.84 gap) most.",,fixed-chain,enumerable-at-start,not-determinable,hard,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,fulltext,"Given capital-markets documents like filings, extract, compare, or synthesize precise financial terms into a defensible, source-traceable output.","We demonstrate CM-LRS on five representative capital-markets workflows: DCM transaction-terms extraction, precedent retrieval, issuer profile synthesis, M A transaction-comparable reasoning, and ECM transaction-terms extraction. All inputs are public: SEC EDGAR filings, a public UK takeover IR release, and obviously-fictional synthetic Nordic-style supplements to support strict reproducibility.",fulltext,https://api.semanticscholar.org/CorpusId:290473201
